Table,Field,IsLinkIDField,LinkedTable_Inferred,Inference,LinkBase
BundleItems,LinkIDRoom,True,,prefix-nomatch,Room
BundleItems,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
Bundles,LinkID,True,,ambiguous,
Bundles,LinkIDEmployee,True,Employees,prefix-exact,Employee
Bundles,LinkIDProject,True,Projects,prefix-exact,Project
Bundles,LinkIDStorageGroup,True,StorageGroups,prefix-exact,StorageGroup
Bundles,LinkIDStorageLocation,True,,prefix-nomatch,StorageLocation
Categories,LinkID,True,,ambiguous,
Categories,LinkIDCategory,True,Categories,prefix-exact,Category
Categories,LinkIDLibrary,True,Libraries,prefix-exact,Library
Categories,LinkIDParent,True,,prefix-nomatch,Parent
CommonCommandsGrids,LinkID,True,,ambiguous,
CommonCommandsGrids,LinkIDCategory,True,Categories,prefix-exact,Category
Configurations,LinkID,True,,ambiguous,
Contacts,LinkID,True,,ambiguous,
Contacts,LinkIDCategory,True,Categories,prefix-exact,Category
Contacts,LinkIDCompany,True,,prefix-nomatch,Company
Correspondence,LinkID,True,,ambiguous,
Correspondence,LinkIDCategory,True,Categories,prefix-exact,Category
Correspondence,LinkIDParent,True,,prefix-nomatch,Parent
CutPartsFiles,LinkID,True,,ambiguous,
CutPartsFiles,LinkIDCategory,True,Categories,prefix-exact,Category
CutPartsFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
CutPartsFiles,LinkIDProject,True,Projects,prefix-exact,Project
Departments,LinkID,True,,ambiguous,
Departments,LinkIDCategory,True,Categories,prefix-exact,Category
Departments,LinkIDPrimaryShift,True,,prefix-nomatch,PrimaryShift
DoorLayers,LinkID,True,,ambiguous,
DoorLayers,LinkIDCategory,True,Categories,prefix-exact,Category
DoorLayers,LinkIDLibrary,True,Libraries,prefix-exact,Library
DoorWizardFiles,LinkID,True,,ambiguous,
DoorWizardFiles,LinkIDCategory,True,Categories,prefix-exact,Category
DoorWizardFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
DoorWizardFiles,LinkIDProject,True,Projects,prefix-exact,Project
EdgebandFiles,LinkID,True,,ambiguous,
EdgebandFiles,LinkIDCategory,True,Categories,prefix-exact,Category
EdgebandFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
EdgebandFiles,LinkIDProject,True,Projects,prefix-exact,Project
Edgebanding,LinkID,True,,ambiguous,
Edgebanding,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
Edgebanding,LinkIDCategory,True,Categories,prefix-exact,Category
Edgebanding,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
Edgebanding,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
Edgebanding,LinkIDMaterial,True,Materials,prefix-exact,Material
Edgebanding,LinkIDPart,True,Parts,prefix-exact,Part
Edgebanding,LinkIDProduct,True,Products,prefix-exact,Product
Edgebanding,LinkIDProject,True,Projects,prefix-exact,Project
Edgebanding,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
Edgebanding,LinkIDSubAssembly,True,Subassemblies,prefix-case,SubAssembly
Edgebanding,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
Edgebanding,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
EmployeeLogin,LinkID,True,,ambiguous,
EmployeeLogin,LinkIDCategory,True,Categories,prefix-exact,Category
EmployeeSecure,LinkID,True,,ambiguous,
EmployeeSecure,LinkIDCategory,True,Categories,prefix-exact,Category
EmployeeSecure,LinkIDEmployee,True,Employees,prefix-exact,Employee
Employees,LinkID,True,,ambiguous,
Employees,LinkIDActivityStation,True,ActivityStations,prefix-exact,ActivityStation
Employees,LinkIDCategory,True,Categories,prefix-exact,Category
Employees,LinkIDCompany,True,,prefix-nomatch,Company
Employees,LinkIDPrimaryDepartment,True,,prefix-nomatch,PrimaryDepartment
Employees,LinkIDSecondaryDepartment,True,,prefix-nomatch,SecondaryDepartment
Employees,LinkIDSecondaryShift,True,,prefix-nomatch,SecondaryShift
Employees,LinkIDShift,True,Shifts,prefix-exact,Shift
Employees,LinkIDTertiaryDepartment,True,,prefix-nomatch,TertiaryDepartment
Employees,LinkIDTertiaryShift,True,,prefix-nomatch,TertiaryShift
ErrorMessages,LinkID,True,,ambiguous,
ErrorMessages,LinkIDCategory,True,Categories,prefix-exact,Category
ErrorMessages,LinkIDGCodeResult,True,,prefix-nomatch,GCodeResult
ErrorMessages,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
ErrorMessages,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ErrorMessages,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
Estimates,LinkID,True,,ambiguous,
Estimates,LinkIDCategory,True,Categories,prefix-exact,Category
EventLogs,LinkID,True,,ambiguous,
EventLogs,LinkIDGrandParent,True,,prefix-nomatch,GrandParent
EventLogs,LinkIDParent,True,,prefix-nomatch,Parent
FaceFrameImages,LinkID,True,,ambiguous,
FaceFrameImages,LinkIDCategory,True,Categories,prefix-exact,Category
FaceFrameImages,LinkIDProduct,True,Products,prefix-exact,Product
FaceFrameImages,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
FaceFrameImagesParts,LinkIDCategory,True,Categories,prefix-exact,Category
FaceFrameImagesParts,LinkIDFaceFrameImage,True,FaceFrameImages,prefix-exact,FaceFrameImage
FaceFrameImagesParts,LinkIDPart,True,Parts,prefix-exact,Part
FaceFrameImagesParts,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
FaceFrameImagesSubassemblies,LinkIDCategory,True,Categories,prefix-exact,Category
FaceFrameImagesSubassemblies,LinkIDFaceFrameImage,True,FaceFrameImages,prefix-exact,FaceFrameImage
FaceFrameImagesSubassemblies,LinkIDSubassembly,True,Subassemblies,prefix-exact,Subassembly
FaceFrameImagesSubassemblies,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
Factory,LinkID,True,,ambiguous,
Factory,LinkIDCategory,True,Categories,prefix-exact,Category
Factory,LinkIDLibrary,True,Libraries,prefix-exact,Library
Factory,LinkIDProject,True,Projects,prefix-exact,Project
GeneralContacts,LinkID,True,,ambiguous,
GeneralContacts,LinkIDCategory,True,Categories,prefix-exact,Category
GeneralContacts,LinkIDPrimaryContact,True,,prefix-nomatch,PrimaryContact
GlobalFiles,LinkID,True,,ambiguous,
GlobalFiles,LinkIDCategory,True,Categories,prefix-exact,Category
GlobalFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
GlobalFiles,LinkIDProject,True,Projects,prefix-exact,Project
GlobalImages,LinkID,True,,ambiguous,
GlobalImages,LinkIDCategory,True,Categories,prefix-exact,Category
Hardware,LinkID,True,,ambiguous,
Hardware,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
Hardware,LinkIDCategory,True,Categories,prefix-exact,Category
Hardware,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
Hardware,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
Hardware,LinkIDEQPart,True,,prefix-nomatch,EQPart
Hardware,LinkIDMaterial,True,Materials,prefix-exact,Material
Hardware,LinkIDParentSubAssembly,True,,prefix-nomatch,ParentSubAssembly
Hardware,LinkIDProcessingStations,True,ProcessingStations,prefix-exact,ProcessingStations
Hardware,LinkIDProduct,True,Products,prefix-exact,Product
Hardware,LinkIDProject,True,Projects,prefix-exact,Project
Hardware,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
Hardware,LinkIDSubAssembly,True,Subassemblies,prefix-case,SubAssembly
Hardware,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
Hardware,LinkIDVendor,True,Vendors,prefix-exact,Vendor
Hardware,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
HardwareFiles,LinkID,True,,ambiguous,
HardwareFiles,LinkIDCategory,True,Categories,prefix-exact,Category
HardwareFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
HardwareFiles,LinkIDProject,True,Projects,prefix-exact,Project
HardwareProcessingStations,LinkID,True,,ambiguous,
HardwareProcessingStations,LinkIDBatch,True,,prefix-nomatch,Batch
HardwareProcessingStations,LinkIDCategory,True,Categories,prefix-exact,Category
HardwareProcessingStations,LinkIDHardware,True,Hardware,prefix-exact,Hardware
HardwareProcessingStations,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
HardwareProcessingStations,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
Holidays,LinkID,True,,ambiguous,
Holidays,LinkIDCategory,True,Categories,prefix-exact,Category
Inventory,LinkID,True,,ambiguous,
Inventory,LinkIDCategory,True,Categories,prefix-exact,Category
Inventory,LinkIDParent,True,,prefix-nomatch,Parent
JoinProducts,LinkID,True,,ambiguous,
JoinProducts,LinkIDCategory,True,Categories,prefix-exact,Category
JoinProducts,LinkIDLibrary,True,Libraries,prefix-exact,Library
LabelSettings,LinkID,True,,ambiguous,
LabelSettings,LinkIDCategory,True,Categories,prefix-exact,Category
Layers,LinkID,True,,ambiguous,
Layers,LinkIDCategory,True,Categories,prefix-exact,Category
Libraries,LinkID,True,,ambiguous,
Libraries,LinkIDCategory,True,Categories,prefix-exact,Category
Libraries,LinkIDTemplate,True,,prefix-nomatch,Template
Locations,LinkID,True,,ambiguous,
Locations,LinkIDCategory,True,Categories,prefix-exact,Category
Locations,LinkIDLocation,True,Locations,prefix-exact,Location
Locations,LinkIDLocationCopy,True,,prefix-nomatch,LocationCopy
Locations,LinkIDProject,True,Projects,prefix-exact,Project
MachiningTokenImages,LinkID,True,,ambiguous,
MachiningTokenImages,LinkIDCategory,True,Categories,prefix-exact,Category
Macros,LinkID,True,,ambiguous,
Macros,LinkIDCategory,True,Categories,prefix-exact,Category
MaterialCheckout,LinkID,True,,ambiguous,
MaterialCheckout,LinkIDCategory,True,Categories,prefix-exact,Category
MaterialCheckout,LinkIDEmployee,True,Employees,prefix-exact,Employee
MaterialCheckout,LinkIDReceivedMaterial,True,ReceivedMaterials,prefix-exact,ReceivedMaterial
MaterialCheckout,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
MaterialCompositions,LinkID,True,,ambiguous,
MaterialCompositions,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
MaterialCompositions,LinkIDCategory,True,Categories,prefix-exact,Category
MaterialCompositions,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
MaterialCompositions,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
MaterialCompositions,LinkIDMaterialClass,True,,prefix-nomatch,MaterialClass
MaterialCompositions,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
MaterialCompositions,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
MaterialCompositionsRealMaterials,LinkIDMaterialComposition,True,MaterialCompositions,prefix-exact,MaterialComposition
MaterialCompositionsRealMaterials,LinkIDRealMaterial,True,RealMaterials,prefix-exact,RealMaterial
MaterialCostBreaks,LinkID,True,,ambiguous,
MaterialCostBreaks,LinkIDCategory,True,Categories,prefix-exact,Category
MaterialCostBreaks,LinkIDMaterial,True,Materials,prefix-exact,Material
MaterialCostBreaks,LinkIDSheet,True,Sheets,prefix-exact,Sheet
MaterialCostBreaks,LinkIDVendor,True,Vendors,prefix-exact,Vendor
MaterialRendering,LinkID,True,,ambiguous,
MaterialRendering,LinkIDCategory,True,Categories,prefix-exact,Category
MaterialStorageLocations,LinkID,True,,ambiguous,
MaterialStorageLocations,LinkIDCategory,True,Categories,prefix-exact,Category
Materials,LinkID,True,,ambiguous,
Materials,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
Materials,LinkIDCategory,True,Categories,prefix-exact,Category
Materials,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
Materials,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
Materials,LinkIDMaterialStorageLocation,True,MaterialStorageLocations,prefix-exact,MaterialStorageLocation
Materials,LinkIDProject,True,Projects,prefix-exact,Project
Materials,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
Materials,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
MaterialsVendors,LinkIDMaterial,True,Materials,prefix-exact,Material
MaterialsVendors,LinkIDVendor,True,Vendors,prefix-exact,Vendor
MicrovellumSystem,LinkID,True,,ambiguous,
NestScrap,LinkID,True,,ambiguous,
NestScrap,LinkIDCategory,True,Categories,prefix-exact,Category
NestScrap,LinkIDNestScrapBin,True,NestScrapBin,prefix-exact,NestScrapBin
NestScrap,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
NestScrapBin,LinkID,True,,ambiguous,
NestScrapBin,LinkIDCategory,True,Categories,prefix-exact,Category
NestingOptimizerSettings,LinkID,True,,ambiguous,
NestingOptimizerSettings,LinkIDCategory,True,Categories,prefix-exact,Category
OptimizationResults,LinkID,True,,ambiguous,
OptimizationResults,LinkIDChildSheet,True,,prefix-nomatch,ChildSheet
OptimizationResults,LinkIDMaterial,True,Materials,prefix-exact,Material
OptimizationResults,LinkIDPart,True,Parts,prefix-exact,Part
OptimizationResults,LinkIDSheet,True,Sheets,prefix-exact,Sheet
OptimizationResults,LinkIDStack,True,,prefix-nomatch,Stack
OptimizationResults,LinkIDStrip,True,,prefix-nomatch,Strip
OptimizationResults,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
OptimizationResults,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
OrderLineItems,LinkID,True,,ambiguous,
OrderLineItems,LinkIDCategory,True,Categories,prefix-exact,Category
OrderLineItems,LinkIDChildSalesOrder,True,,prefix-nomatch,ChildSalesOrder
OrderLineItems,LinkIDCreatorContact,True,,prefix-nomatch,CreatorContact
OrderLineItems,LinkIDMaterial,True,Materials,prefix-exact,Material
OrderLineItems,LinkIDParent,True,,prefix-nomatch,Parent
OrderLineItems,LinkIDProduct,True,Products,prefix-exact,Product
Pallets,LinkID,True,,ambiguous,
Pallets,LinkIDCategory,True,Categories,prefix-exact,Category
Pallets,LinkIDEmployee,True,Employees,prefix-exact,Employee
Pallets,LinkIDLocation,True,Locations,prefix-exact,Location
Pallets,LinkIDShippingTicket,True,ShippingTickets,prefix-exact,ShippingTicket
PalletsProducts,LinkIDPallet,True,Pallets,prefix-exact,Pallet
PalletsProducts,LinkIDProduct,True,Products,prefix-exact,Product
ParentStations,LinkID,True,,ambiguous,
ParentStations,LinkIDCategory,True,Categories,prefix-exact,Category
PartSettings,LinkID,True,,ambiguous,
PartSettings,LinkIDCategory,True,Categories,prefix-exact,Category
Parts,LinkID,True,,ambiguous,
Parts,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
Parts,LinkIDCategory,True,Categories,prefix-exact,Category
Parts,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
Parts,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
Parts,LinkIDEQPart,True,,prefix-nomatch,EQPart
Parts,LinkIDMaterial,True,Materials,prefix-exact,Material
Parts,LinkIDParentSubAssembly,True,,prefix-nomatch,ParentSubAssembly
Parts,LinkIDProcessingStations,True,ProcessingStations,prefix-exact,ProcessingStations
Parts,LinkIDProduct,True,Products,prefix-exact,Product
Parts,LinkIDProject,True,Projects,prefix-exact,Project
Parts,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
Parts,LinkIDSubAssembly,True,Subassemblies,prefix-case,SubAssembly
Parts,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
Parts,LinkIDVendor,True,Vendors,prefix-exact,Vendor
Parts,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
PartsProcessingStations,LinkIDBatch,True,,prefix-nomatch,Batch
PartsProcessingStations,LinkIDPart,True,Parts,prefix-exact,Part
PartsProcessingStations,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
PartsProcessingStations,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
PlacedSheets,LinkID,True,,ambiguous,
PlacedSheets,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
PlacedSheets,LinkIDCategory,True,Categories,prefix-exact,Category
PlacedSheets,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
PlacedSheets,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
PlacedSheets,LinkIDMaterial,True,Materials,prefix-exact,Material
PlacedSheets,LinkIDMaterialStorageLocation,True,MaterialStorageLocations,prefix-exact,MaterialStorageLocation
PlacedSheets,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
PlacedSheets,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
PlacedSheets,LinkIDStack,True,,prefix-nomatch,Stack
PlacedSheets,LinkIDSubType,True,,prefix-nomatch,SubType
PlacedSheets,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
PlacedSheets,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
PlacedSheets,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
PlacedSheetsVendors,LinkIDMaterial,True,Materials,prefix-exact,Material
PlacedSheetsVendors,LinkIDVendor,True,Vendors,prefix-exact,Vendor
PlacedSheetsVendors,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ProcessingStationAssociates,LinkID,True,,ambiguous,
ProcessingStationAssociates,LinkIDChild,True,,prefix-nomatch,Child
ProcessingStationAssociates,LinkIDParent,True,,prefix-nomatch,Parent
ProcessingStations,LinkID,True,,ambiguous,
ProcessingStations,LinkIDBundleItemSetting,True,BundleItemSettings,prefix-exact,BundleItemSetting
ProcessingStations,LinkIDCategory,True,Categories,prefix-exact,Category
ProcessingStations,LinkIDLabelSettings,True,LabelSettings,prefix-exact,LabelSettings
ProcessingStations,LinkIDNestOptimizationSetting,True,,prefix-nomatch,NestOptimizationSetting
ProcessingStations,LinkIDPartSetting,True,PartSettings,prefix-exact,PartSetting
ProcessingStations,LinkIDSawOptimizationSetting,True,,prefix-nomatch,SawOptimizationSetting
ProcessingStations,LinkIDScrapOptimizationSetting,True,,prefix-nomatch,ScrapOptimizationSetting
ProcessingStations,LinkIDToolFile,True,ToolFiles,prefix-exact,ToolFile
ProductCosts,LinkID,True,,ambiguous,
ProductCosts,LinkIDCategory,True,Categories,prefix-exact,Category
ProductCosts,LinkIDLocation,True,Locations,prefix-exact,Location
ProductCosts,LinkIDProduct,True,Products,prefix-exact,Product
ProductCosts,LinkIDProject,True,Projects,prefix-exact,Project
ProductGroups,LinkID,True,,ambiguous,
ProductGroups,LinkIDCategory,True,Categories,prefix-exact,Category
ProductMap,LinkID,True,,ambiguous,
ProductMap,LinkIDCategory,True,Categories,prefix-exact,Category
ProductMap,LinkIDLibrary,True,Libraries,prefix-exact,Library
ProductMap,LinkIDProduct,True,Products,prefix-exact,Product
ProductPrices,LinkID,True,,ambiguous,
ProductPrices,LinkIDCategory,True,Categories,prefix-exact,Category
ProductPrices,LinkIDLocation,True,Locations,prefix-exact,Location
ProductPrices,LinkIDProduct,True,Products,prefix-exact,Product
ProductPrices,LinkIDProject,True,Projects,prefix-exact,Project
ProductPromptImages,LinkID,True,,ambiguous,
ProductPromptImages,LinkIDCategory,True,Categories,prefix-exact,Category
Products,CopiedLinkID,True,,suffix-nomatch,Copied
Products,CopiedLinkIDList,True,,contains-nomatch,List
Products,LinkID,True,,ambiguous,
Products,LinkIDCategory,True,Categories,prefix-exact,Category
Products,LinkIDLibrary,True,Libraries,prefix-exact,Library
Products,LinkIDLocation,True,Locations,prefix-exact,Location
Products,LinkIDProductGroup,True,ProductGroups,prefix-exact,ProductGroup
Products,LinkIDProject,True,Projects,prefix-exact,Project
Products,LinkIDRelease,True,,prefix-nomatch,Release
Products,LinkIDSpecificationGroup,True,SpecificationGroups,prefix-exact,SpecificationGroup
Products,LinkIDWall,True,,prefix-nomatch,Wall
Products,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ProductsPrompts,LinkIDProduct,True,Products,prefix-exact,Product
ProductsPrompts,LinkIDPrompt,True,Prompts,prefix-exact,Prompt
ProductsPrompts,LinkIDSubassembly,True,Subassemblies,prefix-exact,Subassembly
ProductsPrompts,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ProjectProperties,LinkID,True,,ambiguous,
ProjectProperties,LinkIDCategory,True,Categories,prefix-exact,Category
ProjectProperties,LinkIDLocation,True,Locations,prefix-exact,Location
ProjectProperties,LinkIDProject,True,Projects,prefix-exact,Project
ProjectWizardFiles,LinkID,True,,ambiguous,
ProjectWizardFiles,LinkIDCategory,True,Categories,prefix-exact,Category
ProjectWizardFiles,LinkIDLibrary,True,Libraries,prefix-exact,Library
ProjectWizardFiles,LinkIDProject,True,Projects,prefix-exact,Project
ProjectWorkOrderActivities,LinkID,True,,ambiguous,
ProjectWorkOrderActivities,LinkIDCategory,True,Categories,prefix-exact,Category
ProjectWorkOrderActivities,LinkIDProduct,True,Products,prefix-exact,Product
ProjectWorkOrderActivities,LinkIDProject,True,Projects,prefix-exact,Project
ProjectWorkOrderActivities,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ProjectWorkOrderActivities,LinkIDWorkOrderActivity,True,WorkOrderActivities,prefix-exact,WorkOrderActivity
Projects,LinkID,True,,ambiguous,
Projects,LinkIDCategory,True,Categories,prefix-exact,Category
Projects,LinkIDCustomerCompany,True,,prefix-nomatch,CustomerCompany
PromptMap,LinkID,True,,ambiguous,
PromptMap,LinkIDCategory,True,Categories,prefix-exact,Category
PromptMap,LinkIDLibrary,True,Libraries,prefix-exact,Library
PromptMap,LinkIDProduct,True,Products,prefix-exact,Product
Prompts,LinkID,True,,ambiguous,
Prompts,LinkIDCategory,True,Categories,prefix-exact,Category
Prompts,LinkIDProduct,True,Products,prefix-exact,Product
Prompts,LinkIDSubassembly,True,Subassemblies,prefix-exact,Subassembly
Prompts,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
PurchaseOrders,LinkID,True,,ambiguous,
PurchaseOrders,LinkIDCategory,True,Categories,prefix-exact,Category
PurchaseOrders,LinkIDEmployee,True,Employees,prefix-exact,Employee
PurchaseOrders,LinkIDProject,True,Projects,prefix-exact,Project
PurchaseOrders,LinkIDUpdatingEmployee,True,,prefix-nomatch,UpdatingEmployee
PurchaseOrders,LinkIDVendor,True,Vendors,prefix-exact,Vendor
PurchaseOrders,LinkIDVendorContact,True,,prefix-nomatch,VendorContact
PurchasedMaterial,LinkID,True,,ambiguous,
PurchasedMaterial,LinkIDCategory,True,Categories,prefix-exact,Category
PurchasedMaterial,LinkIDCostBreak,True,,prefix-nomatch,CostBreak
PurchasedMaterial,LinkIDMaterial,True,Materials,prefix-exact,Material
PurchasedMaterial,LinkIDPart,True,Parts,prefix-exact,Part
PurchasedMaterial,LinkIDProduct,True,Products,prefix-exact,Product
PurchasedMaterial,LinkIDProject,True,Projects,prefix-exact,Project
PurchasedMaterial,LinkIDPurchaseOrder,True,PurchaseOrders,prefix-exact,PurchaseOrder
PurchasedMaterial,LinkIDSheet,True,Sheets,prefix-exact,Sheet
PurchasedMaterial,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
RealMaterials,LinkID,True,,ambiguous,
RealMaterials,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
RealMaterials,LinkIDCategory,True,Categories,prefix-exact,Category
RealMaterials,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
RealMaterials,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
RealMaterials,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
RealMaterials,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
ReceivedMaterials,LinkID,True,,ambiguous,
ReceivedMaterials,LinkIDCategory,True,Categories,prefix-exact,Category
ReceivedMaterials,LinkIDEmployee,True,Employees,prefix-exact,Employee
ReceivedMaterials,LinkIDMaterial,True,Materials,prefix-exact,Material
ReceivedMaterials,LinkIDMaterialStorageLocation,True,MaterialStorageLocations,prefix-exact,MaterialStorageLocation
ReceivedMaterials,LinkIDPurchaseOrder,True,PurchaseOrders,prefix-exact,PurchaseOrder
ReceivedMaterials,LinkIDPurchasedMaterial,True,PurchasedMaterial,prefix-exact,PurchasedMaterial
ReceivedMaterials,LinkIDSheet,True,Sheets,prefix-exact,Sheet
ReceivedMaterialsPurchasedMaterial,LinkIDPurchasedMaterial,True,PurchasedMaterial,prefix-exact,PurchasedMaterial
ReceivedMaterialsPurchasedMaterial,LinkIDReceivedMaterial,True,ReceivedMaterials,prefix-exact,ReceivedMaterial
ReportDatasets,LinkID,True,,ambiguous,
ReportDatasets,LinkIDCategory,True,Categories,prefix-exact,Category
ReportDatasets,LinkIDReport,True,,prefix-nomatch,Report
ReportExportSettings,LinkID,True,,ambiguous,
ReportExportSettings,LinkIDCategory,True,Categories,prefix-exact,Category
ReportGroupItems,LinkID,True,,ambiguous,
ReportGroupItems,LinkIDCategory,True,Categories,prefix-exact,Category
ReportGroupItems,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
ReportGroupItems,LinkIDReport,True,,prefix-nomatch,Report
